,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
42,Light Being,['Xoj Litran'],0.0175,0.184,176000,0.331,0.865,7,0.107,-21.832,1,0.0479,64.713,4,0.199,,,0.199,Sleepy
43,Panalipa Bisignatus,['Sir Martin Walker'],0.991,0.14,236000,0.0155,0.722,6,0.101,-31.517,1,0.0451,142.751,3,0.032,,,0.032,Sleepy
44,Bio-logical,['Soundtopia'],0.985,0.0763,179252,0.0261,0.976,1,0.0891,-31.0,1,0.048,178.17,3,0.0854,,,0.0854,Sleepy
45,Lighthouses - Ambient Version,['Felix Werner'],0.842,0.208,183996,0.0581,0.624,2,0.109,-27.906,1,0.0502,68.942,4,0.0394,,,0.0394,Sleepy
46,Aurora,['The Destination'],0.793,0.165,185769,0.164,0.808,0,0.107,-20.668,1,0.0433,130.222,4,0.0326,0.9011,0.9011,0.0506,Sleepy
47,Becalming,['Rebecka Aether'],0.992,0.158,190346,0.0186,0.921,11,0.101,-33.662,0,0.0456,135.36,3,0.0531,1.0,1.0,0.0731,Sleepy
48,Uitblinken,['Sohn Aelia'],0.965,0.199,179790,0.0334,0.942,0,0.0819,-29.758,1,0.0441,64.8,3,0.0355,,,0.0355,Sleepy
49,Ladybugs,['Serene & Pax'],0.98,0.148,189500,0.00215,0.816,2,0.095,-32.153,1,0.0372,64.37,4,0.0727,,,0.0727,Sleepy
50,Fear To Overcome,['Howling Winds'],0.96,0.16,186479,0.0341,0.961,6,0.105,-32.302,1,0.0423,132.379,3,0.0376,0.9996,0.9996,0.0576,Sleepy
51,Grou,['Joel Moin'],0.983,0.108,230769,0.00332,0.748,7,0.13,-36.116,1,0.0412,76.92,4,0.0398,-0.961,-0.961,0.0206,Sleepy
52,Sedate Dawn,['Quinn Joshua'],0.91,0.0999,165802,0.0273,0.66,11,0.11,-31.428,1,0.0405,68.322,3,0.117,,,0.117,Sleepy
53,Cynefin,['Chieloka'],0.992,0.168,203625,0.00254,0.93,0,0.105,-34.587,1,0.0483,59.071,4,0.0363,,,0.0363,Sleepy
54,Viento Estelar,['Universo'],0.965,0.141,185943,0.0405,0.966,3,0.0983,-29.013,1,0.0382,59.418,4,0.0378,-0.9549,-0.9549,0.0187,Sleepy
55,Altai,['Sezja'],0.932,0.182,197500,0.0372,0.816,5,0.0635,-33.001,1,0.0409,68.898,3,0.078,0.4826,0.4826,0.0877,Sleepy
56,delta state,['nite sky'],0.819,0.0757,181750,0.00429,0.829,2,0.111,-38.474,1,0.0553,75.47,4,0.0601,0.9958,0.9958,0.08,Sleepy
57,Polar Breeze,['Karlis Volt'],0.921,0.162,106800,0.0177,0.953,3,0.115,-32.806,0,0.0421,67.572,3,0.121,,,0.121,Sleepy
58,Virga I (ii),['Eluvium'],0.878,0.17,246027,0.17,0.742,7,0.112,-23.001,0,0.0425,125.517,4,0.0777,,,0.0777,Sleepy
59,Spaces,['Spirit Minds'],0.986,0.22,207000,0.0514,0.897,7,0.129,-25.116,0,0.0445,80.671,4,0.0358,-0.3741,-0.3741,0.0283,Sleepy
